Stop_Name,Location_Easting,Location_Northing
NUXLEY ROAD / DRYHILL ROAD,548945,177803
STAPLEY ROAD,549075,178069
ALL SAINTS CHURCH,549204,178235
LANSDOWNE GREEN,529902,176891
LANSDOWNE GREEN,529956,176962
PARBURY RISE,518155,164044
CHESSINGTON NORTH STATION #,518410,164093
CHESSINGTON NORTH STATION #,518428,164080
CHURCH RISE,518742,164109
CHURCH RISE,518732,164096
BRIXTON STATION <> #,531020,175307
MELFORD CLOSE,518973,164031
COLERAINE ROAD,531389,189775
ROYSTON ROAD,551610,174136
ROYSTON ROAD,551621,174183
ST RULE STREET,529155,176106
WESTBURY STREET,529265,176183
ROBINSON ROAD,549180,185801
SILVERTHORNE ROAD,528943,175956
CHESSINGTON WORLD OF ADVENTURES,517519,162578
SILVERTHORNE ROAD,529041,176016
BROMLEY ROAD / LEWISHAM TOWN HALL,537685,173494
BOURNE HILL,531287,193250
CLAREMONT ROAD / SURBITON STATION #,518064,167441
THE CHASE,528695,175813
HADLEY GREEN,524552,197053
TIPTHORPE ROAD,528161,175672
TIPTHORPE ROAD,528249,175689
BATTERSEA ARTS CENTRE,527816,175567
BATTERSEA ARTS CENTRE,527949,175588
SANDERSTEAD PLANTATION,534492,161847
SANDERSTEAD PLANTATION,534542,161853
BRIXTON STATION <> #,531145,175451
LAVENDER HILL POLICE STATION,527596,175513
AUSTYN GARDENS,519497,166388
AUSTYN GARDENS,519573,166437
SOUTHCOTE AVENUE,519743,166636
SOUTHCOTE AVENUE,519733,166688
PINE GARDENS,519630,167226
LAVENDER HILL POLICE STATION,527699,175523
PINE GARDENS,519635,167335
THE ROYSTONS,519748,167649
THE ROYSTONS,519772,167693
PEMBROKE AVENUE,519904,167871
PEMBROKE AVENUE,519879,167889
THE BERRYLANDS / BERRYLANDS STATION #,519630,167944
THE BERRYLANDS / BERRYLANDS STATION #,519671,167933
THE RIDINGS,519264,167863
THE RIDINGS,519183,167823
REGENT ROAD,518890,167695
BERRYLANDS ROAD,518763,167409
UNION ROAD,529646,176481
BRIXTON ROAD / BRIXTON POLICE STATION,531114,175758
OLD ROAD / PERRY STREET,551139,175025
WOODSIDE ROAD,550914,175485
WOODSIDE ROAD,550816,175500
MAYPLACE ROAD EAST / MANOR WAY,550623,175566
MAYPLACE ROAD EAST / MANOR WAY,550483,175594
MAYPLACE ROAD EAST / BARNEHURST ROAD,550183,175655
MAYPLACE ROAD EAST / BARNEHURST ROAD,550157,175633
MAYPLACE ROAD EAST / PINNACLE HILL,549812,175555
MAYPLACE ROAD EAST / PINNACLE HILL,549943,175560
ERITH ROAD,549715,175520
WANDSWORTH MUSEUM,525191,174646
WANDSWORTH MUSEUM,525166,174630
LINCOLN ROAD,552174,176303
GALVESTON ROAD,524923,174618
GALVESTON ROAD,524925,174603
EXETER HOUSE,523120,174104
MANOR ROAD / MANOR CLOSE,551045,175309
BRIXTON ROAD / BRIXTON POLICE STATION,531131,175751
MANFRED ROAD,524641,174746
EAST PUTNEY STATION <>,524369,174918
EAST PUTNEY STATION <>,524449,174863
BOTWELL COMMON,509418,180498
CROYDON FLYOVER,532336,165276
ST JOHN'S WOOD ROAD,526525,182257
BOURNE COURT,534047,155738
GRESHAM ROAD / BRIXTON POLICE STATION,531170,175699
PHOENIX HIGH SCHOOL,522274,180969
KENNINGTON ROAD / IMPERIAL WAR MUSEUM,531247,179003
SOUTH LANE,520815,167190
KENNET ROAD,552297,175797
GROVEWAY,531163,176547
GROVEWAY,531176,176633
COLLIERS WOOD STATION <>,526811,170413
VILLA ROAD,531176,175961
VILLA ROAD,531190,175970
RUSH COMMON,530831,174804
RUSH COMMON,530898,174957
HOLMEWOOD ROAD,530438,173664
HOLMEWOOD ROAD,530450,173677
LAMBETH TOWN HALL,530936,175233
LINCOLN ROAD,552173,176311
KINGSCOURT ROAD,530191,172271
KINGSCOURT ROAD,530214,172299
LAMBETH TOWN HALL,530933,175248
BARTON ROAD,548101,170749
RUXLEY NURSERY,548262,170582
RUXLEY CORNER,547916,170625
TUBBENDEN LANE SOUTH,544476,164310
ROBIN HOOD LANE,521072,172032
ROBIN HOOD LANE,521084,172053
WESTMINSTER ABBEY,529901,179412
CAMDEN TOWN / CAMDEN ROAD,529060,184025
WESTMINSTER ABBEY,529916,179439
MILLBANK,530169,178989
MILLBANK,530150,178978
CHINGFORD OLD CHURCH,537387,193436
CHINGFORD OLD CHURCH,537398,193510
GLOUCESTER DRIVE,532201,187092
STAPLES CORNER,522573,187349
GLOUCESTER DRIVE,532185,187149
SHEPHERD'S BUSH GREEN,523565,179910
LORDSHIP PARK,532304,186784
BROWNSWOOD ROAD,532335,186660
WHITCHURCH LANE,519178,191688
EDGWARE COMMUNITY HOSPITAL,519688,191005
WALTHAMSTOW STADIUM,537469,191268
RIVERSDALE ROAD,532412,186246
KINGS CRESCENT ESTATE,532370,186423
STOKE NEWINGTON CHURCH STREET,532491,185952
GREEN LANES / STOKE NEWINGTON CHURCH ST,532453,186099
PETHERTON ROAD,532561,185733
PETHERTON ROAD,532530,185777
ADEN GROVE,532660,185552
NORBURY STATION #,530555,169871
ADEN GROVE,532622,185604
NEWINGTON GREEN,532901,185372
NEWINGTON GREEN / MILDMAY ROAD,532894,185197
MILDMAY GROVE,532920,185119
LAMBETH TOWN HALL,530936,175119
SOUTHGATE ROAD / ARDLEIGH ROAD,532967,184552
DOWNHAM ROAD,532831,183951
PARKLANDS,518817,167518
DOWNHAM ROAD,532877,184114
BARING STREET,532617,183659
EAGLE WHARF ROAD,532680,183465
BEVENDEN STREET,532810,182961
BEVENDEN STREET,532819,182953
EPWORTH STREET,532810,182148
FINSBURY SQUARE / MOORGATE,532800,181864
FINSBURY SQUARE,532802,181991
PALM AVENUE,547721,170761
SOUTH LAMBETH ROAD / STOCKWELL STATION <>,530500,176662
NEW CROSS BUS GARAGE,535855,176844
FINSBURY SQUARE,532880,181893
LONDON WALL,532692,181491
BANK STATION <> / PRINCES STREET,532656,181217
NEW CROSS BUS GARAGE,535896,176842
CROYDON ROAD / WALLINGTON GREEN,528702,164788
HAMMERSMITH TOWN HALL,522775,178553
THE LATCHMERE,527487,176462
BROMLEY LANE / CHISLEHURST WAR MEMORIAL,544559,170258
FELTHAM WAR MEMORIAL,510535,172962
SHRUBBERY GARDENS,531999,194499
HOUNSLOW ROAD,510920,174469
BUTLERS GREEN,516727,185604
THE GREEN / CARLTON AVENUE WEST,516425,186889
THE GREEN / CARLTON AVENUE WEST,516409,186897
PETTITS LANE,551694,189301
PETTITS LANE,551801,189402
BROMLEY LANE / CHISLEHURST WAR MEMORIAL,544447,170230
SHEPHERD'S BUSH STATION <> #,523642,179830
BARLEY LANE,546686,189178
BURNT OAK STATION <>,520323,190731
BURNT OAK STATION <>,520310,190718
GOODMAYES PRIMARY SCHOOL,546633,187037
ARGYLE ROAD / AVONDALE AVENUE,525670,192083
ARGYLE ROAD / AVONDALE AVENUE,525688,192063
SUSSEX RING,525351,192259
SUSSEX RING,525419,192222
SINGLETON SCARP,525216,192302
CISSBURY RING / WESTERN ARM,524989,192361
SHELLEY AVENUE,542250,184661
NOTTING HILL GATE STATION <>,525339,180419
GRASMERE GARDENS,542602,189097
KINGSMEADOW,519732,168788
ST LEONARDS AVENUE,517117,188700
PERCY ROAD,546442,187912
ECCLESTON CRESCENT,546447,187816
HAMPSTEAD ROAD / DRUMMOND STREET,529218,182436
SOUTHBURY ROAD,534288,196387
MALDEN GREEN AVENUE,521866,166408
MALDEN GREEN AVENUE,521911,166371
THE VALE,524374,186957
STAFFORD ROAD,531231,164539
LUMLEY ROAD,524142,163953
LUMLEY ROAD,524122,164012
GURNELL LEISURE CENTRE,515836,182401
GURNELL LEISURE CENTRE,515748,182359
CHURCH STREET,533154,194122
CHASE SIDE,528909,194672
CHURCH STREET,533057,194000
NOEL ROAD,520487,181499
NOEL ROAD,520444,181441
BOW CHURCH STATION [DLR],537415,182861
GRAY'S INN ROAD,531096,181714
HENDON MAGISTRATES COURT,521741,188419
EAST STREET,532348,178163
WESTMORELAND ROAD,532436,178029
WESTMORELAND ROAD,532437,177849
HOWARD ROAD,556976,186689
HOWARD ROAD,556940,186682
RUXLEY NURSERY,548136,170588
SOUTHWOOD DRIVE / ELMBRIDGE AVENUE,520382,166795
EDGWARE STATION <> / STATION ROAD,519474,192043
MANOR DRIVE NORTH,520643,167057
FORD'S EAST ENTRANCE,549902,183171
THEOBALD'S ROAD / CLERKENWELL ROAD,531018,181902
EAGLE WHARF ROAD,532658,183485
STONEFIELD WAY,512079,185619
BARBAULD ROAD,533027,186192
PERTH ROAD,536463,187266
STONEFIELD WAY,512111,185620
ST MARK'S CHURCH,518342,167584
WALPOLE STREET,527686,178409
UPMINSTER STATION <> #,556075,186801
UPMINSTER STATION <> # / ST LAWRENCE ROAD,556077,186748
GAYNES ROAD,556035,186633
ST LAURENCE CHURCH,555891,186545
WATERS ROAD,519537,168945
CAMBRIDGE GROVE,519290,169149
OLD PARK LANE / HARD ROCK CAFE,528608,179975
ANGEL STATION <>,531510,183405
FYFIELD ROAD,551640,183755
FYFIELD ROAD,551567,183804
BRIMSDOWN STATION #,536185,196921
VERNON ROAD,510006,172330
YORK ROAD,534475,192344
CORNWALL ROAD,510175,186998
CORNWALL ROAD,510252,186892
WOODFIELD WAY,529845,191303
WOODFIELD WAY,529780,191215
MITCHAM POLICE STATION,527732,168305
CHINGDALE ROAD,539137,193120
LONDON ROAD / THE GEORGE,525103,167364
DAGMAR AVENUE,518540,185659
LAVENDER AVENUE,520506,187359
LAVENDER AVENUE,520515,187344
NEWBURY PARK STATION <>,544957,188374
STAMFORD HILL,533634,187851
SOUTH THAMES COLLEGE,525075,167473
WARDEN AVENUE,512960,187305
WARDEN AVENUE,512914,187217
EDMONTON FIRE STATION,533772,193779
KENILWORTH GARDENS,512986,182521
KENILWORTH GARDENS,512996,182496
LAWSON ROAD,512943,182192
LAWSON ROAD,512945,182296
WINDERMERE ROAD,512889,181935
WINDERMERE ROAD,512893,181879
ASCOT GARDENS,512851,181637
SOMERSET ROAD,512851,181453
DENBIGH ROAD,512830,181332
DENBIGH ROAD,512836,181254
CARLYLE AVENUE,512808,181012
SOLWAY ROAD,531639,190714
PAISLEY ROAD,531849,190972
PAISLEY ROAD,531876,190985
NEW RIVER SPORTS CENTRE,531894,191242
NEW RIVER SPORTS CENTRE,531931,191283
HARINGEY FOOTBALL GROUND,532254,191495
HARINGEY FOOTBALL GROUND,532128,191426
ROWLAND HILL AVENUE,532591,191391
ROWLAND HILL AVENUE,532560,191390
GREAT CAMBRIDGE ROAD,532734,191336
GREAT CAMBRIDGE ROAD,532704,191335
TOTTENHAM CEMETERY,533111,191332
ST JOHN THE DIVINE CHURCH,534858,162131
TOTTENHAM CEMETERY,533092,191317
HARINGEY SIXTH FORM CENTRE,533453,191358
HARINGEY SIXTH FORM CENTRE,533463,191344
WHITE HART LANE STATION #,533822,191396
WHITE HART LANE STATION #,533794,191372
TOTTENHAM HIGH ROAD,534153,191484
WORCESTER AVENUE,534075,191474
GILLHAM TERRACE,534333,191453
GILLHAM TERRACE,534285,191452
SCOTSWOOD WALK,534601,191321
ARKWRIGHT ROAD,533959,162763
SCOTSWOOD WALK,534570,191330
DEYNCOURT GARDENS,556139,187054
UPMINSTER STATION <> #,556117,186921
INGREBOURNE GARDENS,556208,187333
INGREBOURNE GARDENS,556202,187294
THE FAIRWAY,556335,187575
THE FAIRWAY,556309,187515
UPMINSTER TITHE BARN MUSEUM,556421,187783
ARKWRIGHT ROAD,533937,162796
UPMINSTER TITHE BARN MUSEUM,556386,187666
RIVER DRIVE,556496,188067
SEVERN DRIVE,556541,188118
RIDDLESDOWN,533131,160766
RIDDLESDOWN,533181,160769
MITCHLEY HILL,533342,160821
MITCHLEY HILL,533490,160927
BORROWDALE DRIVE,533610,161106
BORROWDALE DRIVE,533653,161131
SANDERSTEAD CLINIC,533878,161339
SANDERSTEAD CLINIC,533910,161348
SANDERSTEAD / ALL SAINTS CHURCH,534086,161487
SANDERSTEAD / ALL SAINTS CHURCH,534173,161548
HARBLEDOWN ROAD,534315,161746
HARBLEDOWN ROAD,534293,161703
CARLYLE AVENUE,512819,180967
NEW HILL,530553,158177
NEW HILL,530531,158201
EAST INDIA DOCK ROAD,536940,181172
CHISLEHURST COMMON,544109,170100
CHISLEHURST COMMON,544075,170065
WILLIAM BAREFOOT DRIVE,543553,172482
WILLIAM BAREFOOT DRIVE,543569,172466
HENRY COOPER WAY,541592,171890
HENRY COOPER WAY,541531,171853
DUDDINGTON CLOSE,541811,171989
DUDDINGTON CLOSE,541781,171969
TOOTING BROADWAY STATION <>,527538,171388
TOOTING BROADWAY STATION <>,527548,171374
DUNKERY ROAD / MOTTINGHAM ROAD,542805,172007
DUNKERY ROAD / MOTTINGHAM ROAD,542786,171987
BEXLEYHEATH BUS GARAGE,549659,175610
WARNER ROAD,532465,176762
SANDY LANE,517989,172583
SHAKESPEARE ROAD,520639,183894
SOUTH HARROW STATION <>,514252,186368
RICHMOND ROAD,517858,171482
BARNFIELD AVENUE,518211,171293
BARNFIELD AVENUE,518158,171331
HOLLYBUSH ROAD,518375,171144
HOLLYBUSH ROAD,518452,171110
LATCHMERE LANE,518681,171004
LATCHMERE LANE,518588,171046
WINGFIELD ROAD,518847,170932
WINGFIELD ROAD,518883,170925
LATCHMERE ROAD,518968,170772
KELVEDON CLOSE,518992,170654
WYNDHAM ROAD,519026,170484
REDVERS ROAD,531137,190429
PRINCES AVENUE,528674,189543
KILBURN HIGH ROAD / QUEX ROAD,525277,183827
FREMANTLE ROAD,544299,189926
YORK ROAD,530093,191837
YORK ROAD,530083,191750
COURT FARM ROAD,542124,172084
COURT FARM ROAD,542052,172060
BEACONSFIELD ROAD,542334,172066
BEACONSFIELD ROAD,542305,172066
DUNKERY ROAD / RAVENSWORTH ROAD,542647,171968
DUNKERY ROAD / RAVENSWORTH ROAD,542555,171965
RUSH GREEN ROAD,550914,187367
RUSH GREEN ROAD,550924,187320
RUSH GREEN SCHOOL,550893,187135
EMPRESS STATE BUILDING / WEST BROMPTON,525193,177938
RUSH GREEN SCHOOL,550900,187097
BARKING & DAGENHAM COLLEGE,550890,186896
BARKING & DAGENHAM COLLEGE,550903,186836
VALENTINES WAY,550931,186588
VALENTINES WAY,550952,186557
EASTBROOKEND COUNTRY PARK,550824,186281
EASTBROOKEND COUNTRY PARK,550836,186304
THE CHASE,550710,186058
THE CHASE,550729,186047
PARK DRIVE,550432,186032
EMPRESS STATE BUILDING / WEST BROMPTON,525127,177895
PARK DRIVE,550343,186011
EASTBROOK SCHOOL,550136,185966
EASTBROOK SCHOOL,550065,185919
RAINHAM ROAD NORTH,549788,185812
RAINHAM ROAD NORTH,549838,185812
HUNTERS HALL ROAD,549462,185808
HUNTERS HALL ROAD,549410,185804
CROPPATH ROAD,549239,185793
HEATHWAY,549054,185775
GRENFELL GARDENS,545785,188819
SHORE ROAD,535067,184158
SHORE ROAD,535072,184147
VILLAGE WAY,521203,185653
CAMBRIDGE GARDENS / LADBROKE GROVE,524202,181428
FOREST ROAD / BELL CORNER,537384,189732
MORDEN ROAD,525719,170045
PORTLAND CRESCENT,517964,189896
RIDDLESDOWN SCHOOL / RIDDLESDOWN STATION #,532576,160746
RIDDLESDOWN SCHOOL / RIDDLESDOWN STATION #,532540,160744
THE RECREATION GROUND,515823,163410
THE PLOUGH,507139,178287
THE PLOUGH,507142,178298
RECTORY GARDENS,557208,186912
RECTORY GARDENS,557224,186933
SOUTHBOROUGH LANE / BLACKBROOK LANE,543031,167741
TOTTENHAM LANE Y M C A,530386,188726
CHURCH ROAD,546559,171636
AMITY ROAD,539732,183941
LONGFIELD AVENUE,536049,189130
TEMPLE AVENUE,531301,180827
TEMPLE AVENUE,531242,180803
TEMPLE STATION <>,531032,180807
TRINITY STREET / THE ROEBUCK,532625,179438
TRINITY STREET / THE ROEBUCK,532584,179516
SWANDON WAY,526045,175229
PETERGATE,526260,175362
PETERGATE,526225,175368
CHATFIELD ROAD,526445,175537
CHATFIELD ROAD,526486,175599
HOPE STREET,526587,175711
HOPE STREET,526567,175706
BARTHOLOMEW STREET,532837,179170
YORK GARDENS,526653,175829
YORK GARDENS,526664,175976
BATTERSEA HIGH STREET,527013,176147
BATTERSEA HIGH STREET,527162,176194
BULLEN STREET,527246,176274
THE LATCHMERE,527565,176422
HARRIS ACADEMY/BATTERSEA,527801,176519
BLACKHORSE COURT,532774,179265
HARRIS ACADEMY / BATTERSEA,527981,176613
BATTERSEA PARK LIBRARY,528278,176681
BATTERSEA PARK LIBRARY,528122,176652
BATTERSEA MEDICAL CENTRE,528540,176791
MACDUFF ROAD,528378,176731
BATTERSEA PARK STATION #,528742,176921
BATTERSEA MEDICAL CENTRE,528647,176871
BATTERSEA PARK STATION #,528786,176966
BATTERSEA DOGS & CATS HOME,528925,177099
BATTERSEA DOGS & CATS HOME,528941,177137
OLD KENT ROAD / EAST STREET,533233,178689
SLEAFORD STREET,529182,177278
SLEAFORD STREET,529180,177294
RIVERLIGHT QUAY,529397,177480
RIVERLIGHT QUAY,529382,177439
ELM QUAY COURT,529717,177663
ELM QUAY COURT,529706,177675
CASTLE WAY,511391,171695
WANDSWORTH ROAD,530101,177843
WANDSWORTH ROAD,530004,177845
LAMBETH PALACE,530653,178996
BOROUGH ROAD,532006,179562
GREAT SUFFOLK STREET,532096,179746
GREAT SUFFOLK STREET,532048,179679
MARSHALSEA ROAD,532212,179919
MARSHALSEA ROAD,532145,179891
WILCOX ROAD,530093,177355
LARKHALL PARK,529815,176715
LARKHALL PARK,529822,176758
UNION ROAD,529568,176419
WANDSWORTH ROAD STATION #,529304,176224
THE CHASE,528801,175853
CLAPHAM JUNCTION STATION #,527313,175414
CLAPHAM JUNCTION STATION / FALCON ROAD #,527350,175518
CLAPHAM JUNCTION STATION #,527370,175494
MANSFIELD ROAD,517879,164081
MANSFIELD ROAD,517997,164046
COPT GILDERS,518822,163610
REYNOLDS CLOSE,527934,166055
PECKHAM PARK ROAD,534558,177750
IMPERIAL WAY,531197,163900
IMPERIAL WAY,531178,163931
AIRPORT HOUSE,531241,163590
BATTLE OF BRITAIN WAR MEMORIAL,531362,163040
BATTLE OF BRITAIN WAR MEMORIAL,531335,163109
SALCOT CRESCENT,538235,162273
HOUNSLOW HEATH / THE HUSSAR,512073,175037
WHITEFIELD AVENUE,531379,159423
GRAVEL HILL,536728,163368
BARRATT AVENUE,530660,190317
BARRATT AVENUE,530566,190331
THEOBALD'S ROAD,530417,181745
DENMARK HILL / CAMBERWELL GREEN,532545,176681
BEXLEYHEATH BUS GARAGE,549669,175598
LONDON ROAD / TWICKENHAM,516203,173494
THE PARKWAY,510560,177232
MCCARTHY ROAD,511764,171135
ST MARK'S ROAD,516972,170482
ST MARK'S ROAD,516964,170517
KINGSBRIDGE ROAD,554397,191756
KINGSBRIDGE ROAD,554437,191700
HAROLD HILL COMMUNITY CENTRE,554223,191966
HAROLD HILL COMMUNITY CENTRE,554255,191966
CENTRAL PARK LEISURE CENTRE,554055,192194
CENTRAL PARK LEISURE CENTRE,554073,192188
CAMBORNE AVENUE,554535,191472
CAMBORNE AVENUE,554574,191422
FULHAM TOWN HALL,525477,177119
FRANCIS GROVE,524612,170665
WALPOLE ROAD,526957,170686
WALPOLE ROAD,526998,170733
LONGLEY ROAD,527122,170959
LONGLEY ROAD,527195,171025
NUTWELL STREET,527312,171227
NUTWELL STREET,527333,171241
CLAPHAM SOUTH STATION <>,528814,174232
CLAPHAM NORTH & HIGH STREET STATIONS <> #,529984,175646
CASTLE WAY,511403,171655
LANSDOWNE WAY,530618,176697
LANSDOWNE WAY,530622,176674
ALBERT SQUARE,530749,176913
ALBERT SQUARE,530836,177012
DORSET ROAD,530879,177116
DORSET ROAD,530936,177180
FENTIMAN ROAD,531017,177335
FENTIMAN ROAD,531049,177361
OVAL STATION <>,531140,177495
KENNINGTON PARK,531272,177781
CAMBERWELL NEW ROAD,531206,177619
LAMBETH NORTH STATION <>,531132,179372
LAMBETH NORTH STATION <>,531148,179376
KENNINGTON ROAD / IMPERIAL WAR MUSEUM,531215,179108
MITCHAM ROAD / TOOTING BROADWAY STATION <>,527572,171361
AMEN CORNER,528107,170896
CROWBOROUGH ROAD,528157,170888
FERNSIDE AVENUE,511263,171961
EASTBOURNE ROAD,528352,170806
EASTBOURNE ROAD,528375,170783
NIMROD ROAD,528607,170698
NIMROD ROAD,528551,170709
SOUTHCROFT ROAD / MITCHAM LANE,528921,170588
SOUTHCROFT ROAD / MITCHAM LANE,528850,170616
TELFORD AVENUE,530414,173207
BRIANT STREET,535553,177121
EDGEHILL ROAD,531432,162305
EDGEHILL ROAD,531443,162359
RUSSELL HILL ROAD,531229,161804
ACTON GREEN,520546,178928
QUEENSTOWN ROAD,528468,175765
BRIXTON WATER LANE,531173,174531
BRIXTON WATER LANE,531174,174565
JUBILEE PRIMARY SCHOOL,531192,174206
JUBILEE PRIMARY SCHOOL,531210,174170
CRAIGNAIR ROAD,531214,173900
CRAIGNAIR ROAD,531222,173893
UPPER TULSE HILL,531301,173505
UPPER TULSE HILL,531367,173415
HIGH TREES,531478,173212
ST GEORGE'S ROAD / IMPERIAL WAR MUSEUM,531554,179221
TULSE HILL TAVERN,531618,173072
LODGE DRIVE,531119,192812
WHITE CITY ESTATE,522762,180995
CHELSEA PARK GARDENS,526697,177854
HATHERLEY CRESCENT / SIDCUP STATION #,546316,172526
HEMMINGS CLOSE,546638,172596
HEMMINGS CLOSE,546598,172573
BIRCHWOOD AVENUE,546936,172629
TOWFIELD ROAD,512597,172852
BIRCHWOOD AVENUE,546895,172615
MELVILLE ROAD,547171,172659
MELVILLE ROAD,547206,172674
BRIAN CLOSE,552814,186016
BRIAN CLOSE,552784,185986
OKEHAMPTON CRESCENT / BRAMPTON ROAD,547698,177178
KING HAROLDS WAY / BRAMPTON ROAD,547803,177257
WESTBOURNE ROAD,547931,177321
WESTBOURNE ROAD,548032,177399
LECKWITH AVENUE,548238,177509
LECKWITH AVENUE,548241,177528
LENHAM ROAD,548545,177658
LENHAM ROAD,548469,177635
BEDONWELL ROAD / DRYHILL ROAD,548872,177737
SHINGLEWELL ROAD,549116,177558
BRIGSTOCK ROAD / LONDON ROAD,531357,167757
RODNEY PLACE,532364,178968
BRIGSTOCK ROAD / LONDON ROAD,531353,167739
WHITEHORSE MANOR-BRIGSTOCK SITE,531569,167916
NUTFIELD ROAD,531760,168039
WHITEHORSE MANOR-BRIGSTOCK SITE,531647,167958
BENSHAM LANE,531856,168075
QUADRANT ROAD,531923,168134
BROOK ROAD,532145,168260
BROOK ROAD,532088,168222
THORNTON HEATH STATION #,532325,168337
RODNEY PLACE,532382,178974
THORNTON HEATH STATION #,532308,168316
THORNTON HEATH CLOCK TOWER,532443,168362
NURSERY ROAD,532725,168213
WESTHORNE AVENUE / ST BARNABAS CHURCH,542294,175446
WELL HALL ROAD / KIDBROOKE LANE,542527,175245
WELL HALL ROAD / WELL HALL ROUNDABOUT,542490,175387
WELL HALL ROAD / KIDBROOKE LANE,542534,175126
ELTHAM STATION # / SHERARD ROAD,542619,174910
ELTHAM STATION # / LASSA ROAD,542645,174750
CENTRAL PARADE,538439,161994
ST EDWARD'S CHURCH,538559,161960
NEW ADDINGTON BAPTIST CHURCH,538786,161900
NEW ADDINGTON BAPTIST CHURCH,538709,161924
CALLEY DOWN CRESCENT,539065,161856
CALLEY DOWN CRESCENT,539036,161840
ADDINGTON HIGH SCHOOL,539328,161591
ADDINGTON HIGH SCHOOL,539309,161643
AVERY HILL / RIEFIELD ROAD,544541,174625
RIEFIELD ROAD / CROWN WOODS SCHOOL,544418,174953
RIEFIELD ROAD / CROWN WOODS SCHOOL,544465,174857
ELTHAM CEMETERY,544383,175182
ELTHAM CEMETERY,544446,175251
CUMBERLAND AVENUE,545692,175107
EMBANKMENT STATION <>,530443,180393
HOOK LANE / WESTWOOD LANE,545983,175409
YORKLAND AVENUE,545879,175311
WESTWOOD LANE / HOOK LANE,545941,175293
FARADAY ROAD,546268,175600
FARADAY ROAD,546213,175554
CENTRAL AVENUE / WICKHAM STREET,546027,176430
CENTRAL AVENUE / WICKHAM STREET,546033,176406
WICKHAM STREET / EDISON ROAD,545878,176546
PEREGRINE COURT,545798,176569
CHAUCER ROAD,545668,176853
CHAUCER ROAD,545697,176811
THE GLENMORE ARMS,545624,176990
COMBESIDE,545619,177051
THORNHILL AVENUE,545507,177309
THORNHILL AVENUE,545493,177358
STANBOROUGH ROAD,514819,175887
STANBOROUGH ROAD,514769,175937
FARNELL ROAD,515033,175592
FARNELL ROAD,514916,175665
HEATH ROAD,514923,175378
HEATH ROAD,514899,175292
EATON ROAD,514873,175124
EATON ROAD,514873,175054
REAPERS WAY,514774,174886
REAPERS WAY,514750,174811
WHITTON DENE,514695,174610
WHITTON DENE,514576,174521
KNELLER GARDENS,514540,174369
KNELLER ROAD,514474,174208
ABBEY STREET,533410,179444
KNELLER ROAD,514436,174145
WHITTON STATION #,514191,173526
PAULINE CRESCENT,514135,173389
PAULINE CRESCENT,514071,173202
RYECROFT AVENUE,513993,173125
RYECROFT AVENUE,513930,173059
"GUY, EARL OF WARWICK",547059,175714
MORDEN COURT,525511,168283
MORDEN COURT,525516,168254
WHITTON / ADMIRAL NELSON,514293,174011
WHITTON HIGH STREET,514198,173813
WHITTON HIGH STREET,514183,173860
GOLDWELL ROAD,530812,168417
GOLDWELL ROAD,530780,168380
SILVERLEIGH ROAD,530605,168238
RECREATION WAY,530505,168249
YORKSHIRE ROAD,530364,168289
YORKSHIRE ROAD,530286,168323
POLLARDS HILL LIBRARY,530069,168400
POLLARDS HILL LIBRARY,530021,168422
IVY GARDENS,529818,168657
NORTHBOROUGH ROAD,529731,168820
STANFORD WAY,529426,169161
ROSEMEAD AVENUE,529544,169065
ABBEY STREET,533421,179532
SOUTHBOURNE CRESCENT,524270,189225
SOUTHBOURNE CRESCENT,524249,189176
SIDCUP STATION # / STATION ROAD,546249,172493
SOUTHWARK STATION <>,531643,180077
SEWARDSTONE GARDENS,537698,195722
SEWARDSTONE GARDENS,537701,195671
REGENT'S PARK ROAD,528311,183746
STREATHAM HILL STN # / STREATHAM HILL,530328,172819
BECMEAD AVENUE,530146,172055
STREATHAM STATION #,530059,171274
SOUTHWARK STATION <>,531660,180059
STREATHAM STATION #,530046,171246
STREATHAM STATION #,530054,171208
ST HELEN'S ROAD,530687,169550
CANTERBURY ROAD,531537,167010
CROYDON FLYOVER,532346,165188
POCOCK STREET,531661,179828
ABERDEEN ROAD,532438,164696
SWAN & SUGAR LOAF,532463,164516
PURLEY DOWNS ROAD,531957,162251
POCOCK STREET,531642,179824
ST GEORGE'S CIRCUS,531642,179591
WATERLOO BRIDGE / SOUTH BANK,530920,180276
WATERLOO STATION<># / WATERLOO ROAD,531153,179991
